SK_ID_CURR;PAYMENT_RATE;EXT_SOURCE_1;EXT_SOURCE_3;EXT_SOURCE_2;DAYS_BIRTH;AMT_ANNUITY;DAYS_EMPLOYED;INSTAL_DAYS_ENTRY_PAYMENT_MAX;ACTIVE_DAYS_CREDIT_MAX;APPROVED_CNT_PAYMENT_MEAN;PREV_CNT_PAYMENT_MEAN;INSTAL_DPD_MEAN;DAYS_ID_PUBLISH;INSTAL_AMT_PAYMENT_MIN;ANNUITY_INCOME_PERC;INSTAL_DAYS_ENTRY_PAYMENT_MEAN;DAYS_EMPLOYED_PERC;AMT_CREDIT;POS_MONTHS_BALANCE_SIZE;ACTIVE_DAYS_CREDIT_ENDDATE_MIN;AMT_GOODS_PRICE;BURO_AMT_CREDIT_MAX_OVERDUE_MEAN;INSTAL_AMT_PAYMENT_SUM;OWN_CAR_AGE;DAYS_REGISTRATION
271597;0.05;0.2577648050793276;0.7016957740576931;0.5786569382458528;-9780;12375.0;-745.0;-21.0;-425.4276400583754;11.0;11.0;0.0;-2471;5258.025;0.0916666666666666;-330.04761904761904;0.0761758691206544;247500.0;22.0;997.4778236986659;247500.0;5024.80580785629;161488.935;11.935569667230217;-2352.0
139452;0.0413916025730371;0.4078850078632046;0.4650692149562261;0.4523986173557773;-10301;44100.0;-2201.0;-843.0;-486.0;6.0;6.0;0.25;-2263;6955.065;0.245;-1231.0;0.2136685758664207;1065433.5;13.0;740.0;913500.0;12985.2675;324468.0;15.0;-635.0
435088;0.1076971780028943;0.5114609611727022;0.7544061731797895;0.6778526357211656;-10902;53581.5;-442.0;-69.0;-377.0;12.0;12.0;0.0;-3531;10298.61;0.3969;-228.0;0.0405430196294257;497520.0;13.0;997.4778236986659;450000.0;0.0;123420.285;11.935569667230217;-814.0
160902;0.0558359327715443;0.5114609611727022;0.8050196619153701;0.7017494020536573;-22144;53968.5;-5343.0;-31.0;-811.0;12.0;12.0;0.0;-4521;65865.69;0.1499125;-180.8181818181818;0.2412843208092485;966555.0;11.0;1015.0;913500.0;5024.80580785629;724522.5900000001;3.0;-2698.0
203655;0.032258834765998;0.5114609611727022;0.3539876078507373;0.4717953408841439;-23314;30397.5;-2438.111433881319;-60.0;-551.0;12.0;12.0;0.0;-5896;8266.185;0.5629166666666666;-186.5;0.15965404809605363;942300.0;9.0;907.0;675000.0;0.0;97765.11;11.935569667230217;-720.0
271040;0.0523566988950276;0.5114609611727022;0.646329897706246;0.5172867815436667;-20778;27292.5;-1269.0;-311.0;-138.0;10.0;10.0;0.0;-4045;17557.425;0.151625;-352.0;0.0610742131100202;521280.0;5.0;832.0;450000.0;5024.80580785629;166452.16499999998;8.0;-1204.0
385196;0.058125;0.5114609611727022;0.7503751495159068;0.7645472646060419;-17385;10462.5;-2506.0;-62.0;-24.0;11.0;11.0;0.0;-881;2682.9;0.11625;-1153.5555555555557;0.14414725337935;180000.0;19.0;160.0;180000.0;0.0;72164.97;11.935569667230217;-9589.0
153990;0.05;0.5114609611727022;0.5989262182569273;0.4121514982928635;-11569;12375.0;-3634.0;-59.0;-138.0;6.0;6.0;0.0;-3662;24371.505;0.0611111111111111;-135.16666666666666;0.3141153081510934;247500.0;7.0;410.0;270000.0;0.0;146251.305;11.935569667230217;-2514.0
189228;0.0440426744848929;0.5114609611727022;0.5209728023906156;0.6266815774509935;-23139;12168.0;-2438.111433881319;-327.4202856331884;-1455.0;13.564952534417113;14.460984794930921;1.0412915515053063;-4379;5308.9662618204675;0.2458181818181818;-928.8026798465575;0.15965404809605363;276277.5;29.774226071123586;-715.0;238500.0;5024.80580785629;685246.867109235;11.935569667230217;-8340.0
249580;0.0482666124324591;0.5114609611727022;0.5585066276769286;0.2569916688226694;-19424;39514.5;-3219.0;-37.0;-245.0;20.75;22.444444444444443;0.3559322033898305;-2969;23.175;0.1688653846153846;-782.5593220338983;0.1657228171334431;818671.5;63.0;120.0;661500.0;0.0;3315708.135;11.935569667230217;-3874.0
315105;0.064416961130742;0.5114609611727022;0.5709165417729987;0.6620043013595198;-13016;16407.0;-238.0;-565.0;-425.4276400583754;12.0;12.0;0.0;-4468;4859.145;0.14584;-782.0;0.0182851874615857;254700.0;18.0;997.4778236986659;225000.0;0.0;239936.895;64.0;-7128.0
383822;0.1066433240832138;0.6312857008689821;0.8425892767430772;0.623216763288328;-11057;25767.0;-99.0;-20.0;-425.4276400583754;10.0;10.0;0.4166666666666667;-3703;2541.105;0.0673647058823529;-162.91666666666666;0.0089536040517319;241618.5;9.0;997.4778236986659;229500.0;3460.5;314718.21;11.935569667230217;-2997.0
434315;0.05;0.5114609611727022;0.5209728023906156;0.4285338664792873;-11373;9000.0;-2168.0;-325.0;-103.0;6.666666666666667;6.666666666666667;0.0;-1058;4389.3;0.1333333333333333;-1146.6153846153843;0.1906269234151059;180000.0;15.0;5386.0;180000.0;5024.80580785629;170936.86500000002;11.935569667230217;-1171.0
398617;0.0465677511619592;0.5114609611727022;0.6347055309763198;0.0623475931968549;-21652;25789.5;-11386.0;-535.0;-144.0;27.0;34.0;0.0329670329670329;-5116;11.25;0.1910333333333333;-1926.967032967033;0.5258636615555145;553806.0;5.0;39.0;495000.0;5024.80580785629;1173849.795;11.935569667230217;-4886.0
448283;0.0379375825627476;0.5114609611727022;0.5656079814115492;0.0031757722959836;-15636;20677.5;-5378.0;-68.0;-569.0;18.0;18.0;0.0909090909090909;-4430;70.335;0.2431216931216931;-1209.2424242424242;0.3439498592990535;545040.0;34.0;-204.0;450000.0;860.7600000000001;1230226.515;11.935569667230217;-6109.0
371072;0.0275;0.5114609611727022;0.3092753558842053;0.7686048861244515;-15618;43312.5;-489.0;-853.0;-207.0;10.0;10.0;25.541666666666668;-2455;9.9;0.148076923076923;-1386.5833333333333;0.0313100268920476;1575000.0;42.0;402.0;1575000.0;3780.42;178781.49;11.935569667230217;-2356.0
390074;0.0293223891023402;0.5114609611727022;0.2910973802776635;0.6523881817476682;-18289;45333.0;-7998.0;-124.0;-1479.0;14.0;18.6;1.3397435897435896;-1781;85.14;0.125925;-1581.5320512820513;0.4373120454918257;1546020.0;74.0;-390.0;1350000.0;8843.625;3179822.67;11.935569667230217;-1069.0
229613;0.0542428571428571;0.5114609611727022;0.5209728023906156;0.6397987546054095;-19535;17086.5;-3524.0;-2544.0;-425.4276400583754;8.0;8.0;0.125;-2849;4985.28;0.15188;-2645.875;0.1803941643204504;315000.0;8.0;997.4778236986659;315000.0;5024.80580785629;40062.735;11.935569667230217;-4448.0
158734;0.0577222222222222;0.5114609611727022;0.3108182544189319;0.6723994114741078;-13967;23377.5;-303.0;-234.0;-60.0;9.142857142857142;9.142857142857142;1.4833333333333334;-5453;419.76;0.1731666666666666;-1659.1166666666666;0.021693992983461;405000.0;69.0;66.0;405000.0;521.52375;262403.55;11.935569667230217;-8008.0
272654;0.0396570755758333;0.794354844712104;0.656158373001177;0.7736834407221811;-14886;48501.0;-3692.0;-795.0;-425.4276400583754;10.0;10.0;0.0;-4623;33763.86;0.3592666666666667;-927.6;0.248018272202069;1223010.0;12.0;997.4778236986659;1125000.0;5024.80580785629;341183.16;4.0;-4416.0
